Car [id=1, brand=Maruti, model=Alto, varient=K10 VXI, year=2018, drivenKilometers=5198, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=343799 ]
Car [id=194, brand=Maruti, model=Ritz, varient=VXI, year=2009, drivenKilometers=80590, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=251299 ]
Car [id=197, brand=Maruti, model=Swift, varient=VXI, year=2014, drivenKilometers=71876, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=382199 ]
Car [id=198, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=92086, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=389099 ]
Car [id=200, brand=Maruti, model=Alto, varient=LXI, year=2008, drivenKilometers=54799, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=112399 ]
Car [id=201, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=71382, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=347599 ]
Car [id=203, brand=Maruti, model=Zen, varient=Estilo VXI, year=2009, drivenKilometers=98519, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=160199 ]
Car [id=206, brand=Fiat, model=Punto, varient=EVO MULTIJET 1.3 90 HP, year=2014, drivenKilometers=82095, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=266799 ]
Car [id=207, brand=Maruti, model=Swift, varient=VXI, year=2017, drivenKilometers=58074, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=502299 ]
Car [id=208, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=79144, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=365999 ]
Car [id=209, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=76042, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=417899 ]
Car [id=210, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=72597, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=359299 ]
Car [id=211, brand=Hyundai, model=Santro, varient=Xing GL, year=2008, drivenKilometers=91288, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=145399 ]
Car [id=212, brand=Maruti, model=Swift, varient=VDI ABS, year=2014, drivenKilometers=83368, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=360399 ]
Car [id=213, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=76724, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=411699 ]
Car [id=215, brand=Hyundai, model=Santro, varient=Xing GLS, year=2008, drivenKilometers=96247, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=132799 ]
Car [id=216, brand=Ford, model=Figo, varient=1.4 LXI DURATORQ, year=2012, drivenKilometers=109230, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=224199 ]
Car [id=217, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=118427, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=168499 ]
Car [id=219, brand=Toyota, model=Etios, varient=Liva GD, year=2012, drivenKilometers=94952, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=259299 ]
Car [id=222, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=86072, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=412999 ]
Car [id=223, brand=Hyundai, model=i20, varient=SPORTZ 1.4 CRDI, year=2013, drivenKilometers=84346, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=331699 ]
Car [id=225, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=82591, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=331299 ]
Car [id=226, brand=Toyota, model=Etios, varient=Liva D 4D GD, year=2012, drivenKilometers=87914, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=260799 ]
Car [id=228, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=86036, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=330399 ]
Car [id=229, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=89809, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=284699 ]
Car [id=230, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=85611, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=407799 ]
Car [id=231, brand=Hyundai, model=i10, varient=ERA, year=2007, drivenKilometers=109750, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=155999 ]
Car [id=232, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=82346, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=347199 ]
Car [id=233, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=87567, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=332999 ]
Car [id=234, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=86417, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=426199 ]
Car [id=235, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=81239, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=317599 ]
Car [id=238, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=88382, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=384899 ]
Car [id=239, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=87266, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=306099 ]
Car [id=240, brand=Maruti, model=Baleno, varient=ALPHA DDIS 190, year=2016, drivenKilometers=81175, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=527299 ]
Car [id=242, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=102024, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=289999 ]
Car [id=244, brand=Hyundai, model=i20, varient=MAGNA O 1.4 CRDI, year=2013, drivenKilometers=94267, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=313499 ]
Car [id=245, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=92527, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=377399 ]
Car [id=246, brand=Toyota, model=Etios, varient=Liva GD exclusive, year=2013, drivenKilometers=97735, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=301099 ]
Car [id=247, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=95613, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=300599 ]
Car [id=248, brand=Maruti, model=Ritz, varient=LDI, year=2013, drivenKilometers=97984, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=219899 ]
Car [id=249, brand=Maruti, model=Swift, varient=VXI, year=2014, drivenKilometers=91931, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=361199 ]
Car [id=251, brand=Maruti, model=Ritz, varient=VXI BS IV, year=2011, drivenKilometers=115774, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=288199 ]
Car [id=252, brand=Volkswagen, model=Polo, varient=GT TSI, year=2018, drivenKilometers=43872, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=703899 ]
Car [id=254, brand=Hyundai, model=Elite, varient=i20 SPORTZ 1.4, year=2016, drivenKilometers=105733, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=487399 ]
Car [id=255, brand=Hyundai, model=Elite, varient=i20 ASTA 1.4 CRDI, year=2015, drivenKilometers=82388, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=471699 ]
Car [id=256, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=142099, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=283299 ]
Car [id=257, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2013, drivenKilometers=103766, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=275799 ]
Car [id=258, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=91159, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=391099 ]
Car [id=259, brand=Toyota, model=Etios, varient=Liva GD, year=2013, drivenKilometers=104810, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=297699 ]
Car [id=260, brand=Maruti, model=Swift, varient=LXI 1.3, year=2009, drivenKilometers=103858, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=197299 ]
Car [id=261, brand=Maruti, model=Ritz, varient=VDI, year=2012, drivenKilometers=100995, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=237899 ]
Car [id=262, brand=Maruti, model=Ritz, varient=VDI, year=2012, drivenKilometers=123546, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=218799 ]
Car [id=263, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=115605, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=285999 ]
Car [id=264, brand=Maruti, model=Baleno, varient=ALPHA DDIS 190, year=2016, drivenKilometers=107803, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=499299 ]
Car [id=265, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=97868, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=381999 ]
Car [id=266, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=91461, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=405299 ]
Car [id=268, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=113073, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=266999 ]
Car [id=269, brand=Maruti, model=Ritz, varient=VXI, year=2009, drivenKilometers=119824, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=189699 ]
Car [id=270, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=101209, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=373099 ]
Car [id=271, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=96266, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=409799 ]
Car [id=272, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=107563, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=428099 ]
Car [id=273, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=85551, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=412099 ]
Car [id=274, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=105388, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=349199 ]
Car [id=275, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=107134, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=299199 ]
Car [id=277, brand=Maruti, model=Swift, varient=ZDI, year=2012, drivenKilometers=136700, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=316299 ]
Car [id=279, brand=Toyota, model=Etios, varient=Liva D 4D GD, year=2012, drivenKilometers=124471, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=268299 ]
Car [id=280, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=108083, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=423799 ]
Car [id=281, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=112723, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=281399 ]
Car [id=282, brand=Hyundai, model=i10, varient=MAGNA 1.2 KAPPA2, year=2010, drivenKilometers=116941, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=221299 ]
Car [id=283, brand=Maruti, model=Ritz, varient=VDI, year=2012, drivenKilometers=122524, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=225499 ]
Car [id=284, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=122515, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=397599 ]
Car [id=285, brand=Hyundai, model=i20, varient=SPORTZ 1.4 CRDI, year=2013, drivenKilometers=121090, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=309599 ]
Car [id=288, brand=Hyundai, model=Elite, varient=i20 MAGNA 1.4 CRDI, year=2015, drivenKilometers=106123, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=470999 ]
Car [id=289, brand=Volkswagen, model=Polo, varient=GT TSI 1.2 PETROL AT, year=2015, drivenKilometers=106450, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=431899 ]
Car [id=291, brand=Honda, model=Jazz, varient=1.2 BASE I VTEC, year=2009, drivenKilometers=215809, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=197899 ]
Car [id=292, brand=Hyundai, model=Elite, varient=i20 SPORTZ 1.4, year=2017, drivenKilometers=148526, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=497099 ]
Car [id=293, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=113889, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=417599 ]
Car [id=294, brand=Maruti, model=Swift, varient=ZXI, year=2014, drivenKilometers=111086, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=348399 ]
Car [id=295, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=156680, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=283899 ]
Car [id=296, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=109180, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=357899 ]
Car [id=297, brand=Maruti, model=Swift, varient=ZDI, year=2013, drivenKilometers=141309, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=328499 ]
Car [id=298, brand=Maruti, model=Swift, varient=LXI, year=2011, drivenKilometers=127463, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=267699 ]
Car [id=299, brand=Toyota, model=Etios, varient=Liva GD, year=2012, drivenKilometers=160408, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=259999 ]
Car [id=301, brand=Toyota, model=Etios, varient=Liva D 4D GD, year=2013, drivenKilometers=111431, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=314699 ]
Car [id=302, brand=Toyota, model=Etios, varient=Liva GD, year=2013, drivenKilometers=126989, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=300399 ]
Car [id=305, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=181285, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=313199 ]
Car [id=306, brand=Hyundai, model=i20, varient=SPORTZ 1.4 CRDI, year=2013, drivenKilometers=139784, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=264599 ]
Car [id=307, brand=Hyundai, model=i20, varient=MAGNA 1.2 VTVT, year=2009, drivenKilometers=178363, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=248799 ]
Car [id=308, brand=Hyundai, model=Grand, varient=i10 MAGNA 1.2 VTVT, year=2013, drivenKilometers=127420, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=308499 ]
Car [id=309, brand=Hyundai, model=Eon, varient=ERA PLUS, year=2013, drivenKilometers=113870, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=226699 ]
Car [id=312, brand=Maruti, model=Swift, varient=LDI O, year=2015, drivenKilometers=114204, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=359799 ]
Car [id=313, brand=Toyota, model=Etios, varient=Liva GD, year=2013, drivenKilometers=110645, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=304699 ]
Car [id=314, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=113429, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=338399 ]
Car [id=315, brand=Maruti, model=Swift, varient=VDI ABS, year=2014, drivenKilometers=97711, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=344099 ]
Car [id=316, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=122762, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=362199 ]
Car [id=317, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=129639, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=291999 ]
Car [id=321, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=119978, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=310699 ]
Car [id=322, brand=Maruti, model=Swift, varient=ZDI, year=2012, drivenKilometers=140967, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=293599 ]
Car [id=323, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=241361, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=319599 ]
Car [id=325, brand=Hyundai, model=Grand, varient=i10 MAGNA 1.2 KAPPA VTVT, year=2014, drivenKilometers=138853, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=314799 ]
Car [id=326, brand=Toyota, model=Etios, varient=Liva GD, year=2012, drivenKilometers=133608, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=245799 ]
Car [id=327, brand=Hyundai, model=Elite, varient=i20 ASTA 1.4 CRDI, year=2015, drivenKilometers=143079, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=428999 ]
Car [id=329, brand=Maruti, model=Wagon, varient=R 1.0 LXI, year=2015, drivenKilometers=223583, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=213799 ]
Car [id=330, brand=Volkswagen, model=Polo, varient=HIGHLINE1.5L DIESEL, year=2015, drivenKilometers=86855, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=369899 ]
