ID,Brand,Model,Varient,Manufacture Year,Driven Kilometers,Fuel,Number of Owner,Body Type,Location,Price
279,Toyota,Etios,Liva D 4D GD,2012,124471,Diesel,First Owner,Hatchback,Delhi,268299
280,Maruti,Swift,VDI ABS,2015,108083,Diesel,First Owner,Hatchback,Delhi,423799
281,Maruti,Swift,VDI,2012,112723,Diesel,First Owner,Hatchback,Delhi,281399
282,Hyundai,i10,MAGNA 1.2 KAPPA2,2010,116941,Petrol,First Owner,Hatchback,Delhi,221299
283,Maruti,Ritz,VDI,2012,122524,Diesel,First Owner,Hatchback,Delhi,225499
284,Maruti,Swift,VDI ABS,2015,122515,Diesel,First Owner,Hatchback,Delhi,397599
285,Hyundai,i20,SPORTZ 1.4 CRDI,2013,121090,Diesel,First Owner,Hatchback,Delhi,309599
286,Toyota,Etios,Liva D 4D GD SP,2014,134058,Diesel,Second Owner,Hatchback,Delhi,330799
287,Hyundai,Elite,i20 ASTA 1.2,2015,110977,Petrol,Second Owner,Hatchback,Delhi,474099
288,Hyundai,Elite,i20 MAGNA 1.4 CRDI,2015,106123,Diesel,First Owner,Hatchback,Delhi,470999
289,Volkswagen,Polo,GT TSI 1.2 PETROL AT,2015,106450,Petrol,First Owner,Hatchback,Delhi,431899
290,Toyota,Etios,Liva G,2014,176778,Petrol,Second Owner,Hatchback,Delhi,312599
291,Honda,Jazz,1.2 BASE I VTEC,2009,215809,Petrol,First Owner,Hatchback,Delhi,197899
292,Hyundai,Elite,i20 SPORTZ 1.4,2017,148526,Diesel,First Owner,Hatchback,Delhi,497099
293,Maruti,Swift,VDI ABS,2015,113889,Diesel,First Owner,Hatchback,Delhi,417599
294,Maruti,Swift,ZXI,2014,111086,Petrol,First Owner,Hatchback,Delhi,348399
295,Maruti,Swift,VDI,2012,156680,Diesel,First Owner,Hatchback,Delhi,283899
296,Maruti,Swift,VDI,2014,109180,Diesel,First Owner,Hatchback,Delhi,357899
297,Maruti,Swift,ZDI,2013,141309,Diesel,First Owner,Hatchback,Delhi,328499
298,Maruti,Swift,LXI,2011,127463,Petrol,First Owner,Hatchback,Delhi,267699
299,Toyota,Etios,Liva GD,2012,160408,Diesel,First Owner,Hatchback,Delhi,259999
300,Hyundai,Grand,i10 SPORTZ 1.1 CRDI,2013,107815,Diesel,Second Owner,Hatchback,Delhi,273899
301,Toyota,Etios,Liva D 4D GD,2013,111431,Diesel,First Owner,Hatchback,Delhi,314699
302,Toyota,Etios,Liva GD,2013,126989,Diesel,First Owner,Hatchback,Delhi,300399
303,Maruti,Swift,ZDI,2014,122254,Diesel,Second Owner,Hatchback,Delhi,396799
304,Toyota,Etios,Liva D 4D GD,2014,103468,Diesel,Second Owner,Hatchback,Delhi,313799
305,Maruti,Swift,VDI,2012,181285,Diesel,First Owner,Hatchback,Delhi,313199
306,Hyundai,i20,SPORTZ 1.4 CRDI,2013,139784,Diesel,First Owner,Hatchback,Delhi,264599
307,Hyundai,i20,MAGNA 1.2 VTVT,2009,178363,Petrol,First Owner,Hatchback,Delhi,248799
308,Hyundai,Grand,i10 MAGNA 1.2 VTVT,2013,127420,Petrol,First Owner,Hatchback,Delhi,308499
309,Hyundai,Eon,ERA PLUS,2013,113870,Petrol,First Owner,Hatchback,Delhi,226699
310,Maruti,Swift,VDI,2012,120187,Diesel,Second Owner,Hatchback,Delhi,288299
311,Maruti,Swift,VDI,2013,144263,Diesel,Second Owner,Hatchback,Delhi,288299
312,Maruti,Swift,LDI O,2015,114204,Diesel,First Owner,Hatchback,Delhi,359799
313,Toyota,Etios,Liva GD,2013,110645,Diesel,First Owner,Hatchback,Delhi,304699
314,Maruti,Swift,VDI,2013,113429,Diesel,First Owner,Hatchback,Delhi,338399
315,Maruti,Swift,VDI ABS,2014,97711,Diesel,First Owner,Hatchback,Delhi,344099
316,Maruti,Swift,VDI ABS,2015,122762,Diesel,First Owner,Hatchback,Delhi,362199
317,Maruti,Swift,VDI,2012,129639,Diesel,First Owner,Hatchback,Delhi,291999
318,Maruti,Swift,LDI BS IV,2014,121360,Diesel,Second Owner,Hatchback,Delhi,288499
319,Maruti,Swift,VDI,2014,115512,Diesel,Second Owner,Hatchback,Delhi,356299
320,Maruti,Swift,VDI,2013,118272,Diesel,Third Owner,Hatchback,Delhi,336799
321,Maruti,Swift,VDI,2013,119978,Diesel,First Owner,Hatchback,Delhi,310699
322,Maruti,Swift,ZDI,2012,140967,Diesel,First Owner,Hatchback,Delhi,293599
323,Maruti,Swift,VDI,2012,241361,Diesel,First Owner,Hatchback,Delhi,319599
324,Hyundai,i20,SPORTZ 1.4 CRDI,2013,114943,Diesel,Second Owner,Hatchback,Delhi,340099
325,Hyundai,Grand,i10 MAGNA 1.2 KAPPA VTVT,2014,138853,Petrol,First Owner,Hatchback,Delhi,314799
326,Toyota,Etios,Liva GD,2012,133608,Diesel,First Owner,Hatchback,Delhi,245799
327,Hyundai,Elite,i20 ASTA 1.4 CRDI,2015,143079,Diesel,First Owner,Hatchback,Delhi,428999
328,Maruti,Alto,800 VXI,2014,38526,Petrol,Second Owner,Hatchback,Delhi,216099
329,Maruti,Wagon,R 1.0 LXI,2015,223583,Petrol,First Owner,Hatchback,Delhi,213799
330,Volkswagen,Polo,HIGHLINE1.5L DIESEL,2015,86855,Diesel,First Owner,Hatchback,Delhi,369899
331,Tata,Nano,XT TWIST,2015,42878,Petrol,First Owner,Hatchback,Delhi,137899
332,Hyundai,Eon,D LITE PLUS,2012,21998,Petrol,First Owner,Hatchback,Delhi,191899
333,Hyundai,Elite,i20 Magna Executive 1.2,2018,9599,Petrol,First Owner,Hatchback,Delhi,551699
334,Maruti,Alto,800 LXI,2017,18946,Petrol,First Owner,Hatchback,Delhi,275399
335,Maruti,Alto,LXI,2010,14455,Petrol,First Owner,Hatchback,Delhi,178299
336,Maruti,Celerio,VXI,2018,6258,Petrol,First Owner,Hatchback,Delhi,452799
337,Renault,Kwid,RXL,2019,4037,Petrol,First Owner,Hatchback,Delhi,332299
338,Maruti,Alto,LXI,2011,38478,Petrol,First Owner,Hatchback,Delhi,182399
339,Hyundai,Grand,i10 MAGNA 1.2 KAPPA VTVT,2016,24675,Petrol,First Owner,Hatchback,Delhi,405899
340,Maruti,Alto,K10 VXI AMT,2016,47974,Petrol,First Owner,Hatchback,Delhi,273499
341,Hyundai,Grand,i10 MAGNA 1.2 KAPPA VTVT,2017,9249,Petrol,First Owner,Hatchback,Delhi,439999
342,Chevrolet,Beat,LS DIESEL,2013,56002,Diesel,Second Owner,Hatchback,Delhi,160899
343,Maruti,Alto,K10 VXI,2019,8339,Petrol,First Owner,Hatchback,Delhi,399099
344,Datsun,Redi,Go T (O),2016,39204,Petrol,First Owner,Hatchback,Delhi,200199
345,Volkswagen,Polo,HIGHLINE1.2L PETROL,2016,62257,Petrol,Second Owner,Hatchback,Delhi,372699
346,Maruti,Alto,K10 VXI,2015,51412,Petrol,First Owner,Hatchback,Delhi,261799
347,Maruti,Zen,Estilo LXI,2010,65057,Petrol,First Owner,Hatchback,Delhi,184599
348,Renault,Kwid,1.0 RXT Opt,2019,18656,Petrol,First Owner,Hatchback,Delhi,398599
349,Maruti,Zen,Estilo LXI,2010,90540,Petrol,First Owner,Hatchback,Delhi,140199
350,Volkswagen,Polo,HIGHLINE1.2L DIESEL,2014,66484,Diesel,First Owner,Hatchback,Delhi,354499
351,Hyundai,Grand,i10 SPORTZ 1.2 KAPPA VTVT,2014,71632,Petrol,First Owner,Hatchback,Delhi,356699
352,Chevrolet,Beat,LT PETROL,2012,60335,Petrol,Second Owner,Hatchback,Delhi,223799
353,Maruti,Swift,VXI,2009,96354,Petrol,Second Owner,Hatchback,Delhi,222599
354,Toyota,Etios,Liva V,2015,70678,Petrol,First Owner,Hatchback,Delhi,364599
355,Maruti,Swift,VDI,2014,82066,Diesel,Second Owner,Hatchback,Delhi,378099
356,Maruti,Swift,VDI,2012,98323,Diesel,First Owner,Hatchback,Delhi,292799
357,Maruti,Baleno,ALPHA 1.2 K12 AMT,2019,33336,Petrol,First Owner,Hatchback,Delhi,719999
358,Honda,Jazz,1.2 V AT,2016,80256,Petrol,First Owner,Hatchback,Delhi,449299
359,Hyundai,Grand,i10 MAGNA 1.1 CRDI,2015,70872,Diesel,First Owner,Hatchback,Delhi,321799
360,Maruti,Swift,LXI OPT,2015,95434,Petrol,First Owner,Hatchback,Delhi,342999
361,Maruti,Baleno,DELTA 1.2 K12,2019,44461,Petrol,First Owner,Hatchback,Delhi,560399
362,Hyundai,i10,MAGNA 1.2,2009,80768,Petrol,First Owner,Hatchback,Delhi,206499
363,Hyundai,i10,MAGNA 1.2 KAPPA2,2011,174592,Petrol + CNG,First Owner,Hatchback,Delhi,217899
364,Maruti,Swift,VDI ABS,2015,103359,Diesel,First Owner,Hatchback,Delhi,387499
365,Ford,Figo,1.4 ZXI DURATORQ,2014,82718,Diesel,Second Owner,Hatchback,Delhi,232799
366,Maruti,Swift,VDI,2013,157320,Diesel,First Owner,Hatchback,Delhi,277299
367,Honda,Jazz,1.2 BASE I VTEC,2009,90427,Petrol,Third Owner,Hatchback,Delhi,136899
368,Maruti,Alto,K10 VXI,2011,20354,Petrol,First Owner,Hatchback,Delhi,210999
369,Hyundai,Grand,i10 MAGNA 1.2 KAPPA VTVT,2014,15033,Petrol,First Owner,Hatchback,Delhi,364899
370,Maruti,Baleno,DELTA 1.2 K12,2020,5587,Petrol,First Owner,Hatchback,Delhi,606499
371,Hyundai,Eon,D LITE PLUS,2012,28247,Petrol,First Owner,Hatchback,Delhi,185499
372,Maruti,Celerio,VXI AMT,2016,17839,Petrol,First Owner,Hatchback,Delhi,386299
373,Maruti,Alto,800 VXI,2017,12676,Petrol,Second Owner,Hatchback,Delhi,275099
374,Maruti,Swift,VXI,2017,12848,Petrol,First Owner,Hatchback,Delhi,468899
375,Maruti,S,PRESSO VXI PLUS,2019,3353,Petrol,First Owner,Hatchback,Delhi,395499
376,Maruti,Swift,VDI ABS,2015,29903,Diesel,First Owner,Hatchback,Delhi,447099
377,Tata,Nano,TWIST XTA,2016,21990,Petrol,First Owner,Hatchback,Delhi,174499
378,Maruti,IGNIS,DELTA 1.2 K12 AMT,2018,13971,Petrol,First Owner,Hatchback,Delhi,489999
379,Maruti,Alto,800 LXI,2013,29578,Petrol,First Owner,Hatchback,Delhi,181799
380,Maruti,Baleno,SIGMA 1.2 K12,2019,14584,Petrol,First Owner,Hatchback,Delhi,505099
381,Maruti,Alto,K10 VXI,2010,41190,Petrol,First Owner,Hatchback,Delhi,176199
382,Maruti,Swift,VXI,2010,27473,Petrol,First Owner,Hatchback,Delhi,270899
383,Maruti,Alto,LXI,2011,49111,Petrol,Second Owner,Hatchback,Delhi,127299
384,Hyundai,i20,MAGNA O 1.2,2011,44007,Petrol,First Owner,Hatchback,Delhi,258999
385,Maruti,Alto,K10 VXI,2013,36750,Petrol,First Owner,Hatchback,Delhi,210699
386,Maruti,Alto,K10 VXI,2014,24357,Petrol,First Owner,Hatchback,Delhi,272399
387,Maruti,Alto,800 LXI,2014,16339,Petrol,First Owner,Hatchback,Delhi,231299
388,Maruti,Alto,K10 VXI,2011,11886,Petrol,First Owner,Hatchback,Delhi,214099
389,Maruti,Alto,800 VXI,2014,42796,Petrol,First Owner,Hatchback,Delhi,242099
390,Datsun,Redi,Go S 1.0,2017,16008,Petrol,Second Owner,Hatchback,Delhi,258899
391,Hyundai,i20,ASTA 1.2,2013,41729,Petrol,First Owner,Hatchback,Delhi,319799
392,Hyundai,Elite,i20 SPORTZ 1.2,2017,6210,Petrol,First Owner,Hatchback,Delhi,519199
393,Hyundai,Santro,Xing GL PLUS,2013,35726,Petrol,Second Owner,Hatchback,Delhi,231299
394,Maruti,Wagon,R 1.0 VXI,2013,36421,Petrol,First Owner,Hatchback,Delhi,247099
395,Hyundai,i10,SPORTZ 1.2 AT KAPPA2,2012,36725,Petrol,First Owner,Hatchback,Delhi,291299
396,Maruti,Alto,800 LXI,2017,18113,Petrol,First Owner,Hatchback,Delhi,282999
397,Renault,Kwid,RXT,2016,31981,Petrol,First Owner,Hatchback,Delhi,249199
398,Hyundai,Eon,ERA PLUS,2012,38407,Petrol,First Owner,Hatchback,Delhi,197199
399,Hyundai,Grand,i10 MAGNA 1.2 KAPPA VTVT,2017,15673,Petrol,First Owner,Hatchback,Delhi,450199
400,Maruti,Swift,VDI,2013,39124,Diesel,First Owner,Hatchback,Delhi,310299
401,Maruti,Wagon,R 1.0 VXI,2013,23851,Petrol,First Owner,Hatchback,Delhi,261099
402,Maruti,Ritz,ZXI ABS,2012,39650,Petrol,First Owner,Hatchback,Delhi,291599
403,Tata,Tiago,XZ 1.2 REVOTRON,2019,5074,Petrol,First Owner,Hatchback,Delhi,504299
404,Maruti,Ritz,VDI,2015,22091,Diesel,First Owner,Hatchback,Delhi,361899
405,Maruti,Wagon,R 1.0 LXI,2012,35039,Petrol,Second Owner,Hatchback,Delhi,230199
406,Hyundai,Eon,D LITE PLUS,2013,39239,Petrol,First Owner,Hatchback,Delhi,186599
407,Hyundai,i20,ERA 1.4 CRDI,2013,44007,Diesel,First Owner,Hatchback,Delhi,287599
408,Maruti,Swift,VXI,2011,50627,Petrol,First Owner,Hatchback,Delhi,248999
409,Maruti,Alto,K10 VXI,2015,57955,Petrol,First Owner,Hatchback,Delhi,263699
410,Maruti,Alto,800 LXI,2018,5851,Petrol,First Owner,Hatchback,Delhi,308599
411,Maruti,Alto,LXI,2010,25088,Petrol,Second Owner,Hatchback,Delhi,173599
412,Hyundai,i20,MAGNA O 1.2,2012,52981,Petrol + CNG,Second Owner,Hatchback,Delhi,312599
413,Hyundai,Elite,i20 SPORTZ 1.2,2017,19330,Petrol,Second Owner,Hatchback,Delhi,533899
414,Maruti,Swift,ZXI,2013,42835,Petrol,Second Owner,Hatchback,Delhi,362299
415,Maruti,Alto,K10 LXI,2017,2678,Petrol,First Owner,Hatchback,Delhi,277799
416,Tata,Tiago,XT 1.2 REVOTRON,2018,4013,Petrol,First Owner,Hatchback,Delhi,428899
417,Maruti,IGNIS,SIGMA 1.2 K12,2019,10569,Petrol,First Owner,Hatchback,Delhi,448399
418,Maruti,Swift,VXI,2015,56548,Petrol,First Owner,Hatchback,Delhi,376299
419,Hyundai,Grand,i10 MAGNA 1.2 VTVT,2016,41357,Petrol,First Owner,Hatchback,Delhi,349099
420,Volkswagen,Polo,COMFORTLINE 1.2L PETROL,2016,48332,Petrol,First Owner,Hatchback,Delhi,413999
421,Maruti,Swift,VXI,2014,24708,Petrol,First Owner,Hatchback,Delhi,388799
422,Honda,Jazz,1.2 SELECT I VTEC,2012,65383,Petrol,First Owner,Hatchback,Delhi,288799
423,Maruti,Wagon,R LXI,2010,56915,Petrol,First Owner,Hatchback,Delhi,158799
424,Maruti,Baleno,DELTA 1.2 K12,2016,43864,Petrol,First Owner,Hatchback,Delhi,446499
425,Maruti,Alto,K10 VXI,2013,21784,Petrol,Second Owner,Hatchback,Delhi,235399
426,Tata,Tiago,XM 1.2 REVOTRON,2019,15706,Petrol,First Owner,Hatchback,Delhi,386399
427,Hyundai,Eon,ERA PLUS,2015,4711,Petrol,First Owner,Hatchback,Delhi,250899
428,Maruti,Swift,VDI,2012,30589,Diesel,First Owner,Hatchback,Delhi,309799
429,Maruti,Alto,800 LXI,2013,50250,Petrol,First Owner,Hatchback,Delhi,193299
430,Renault,Kwid,RXL,2018,11949,Petrol,First Owner,Hatchback,Delhi,303099
431,Maruti,Baleno,DELTA 1.2 K12,2018,39055,Petrol,Second Owner,Hatchback,Delhi,467599
432,Maruti,Swift,LXI,2018,32922,Petrol,First Owner,Hatchback,Delhi,453299
433,Renault,Kwid,1.0 RXL,2017,32036,Petrol,First Owner,Hatchback,Delhi,270899
434,Honda,Brio,1.2 VX AT I VTEC,2015,23037,Petrol,Second Owner,Hatchback,Delhi,389799
435,Maruti,Wagon,R 1.0 LXI CNG,2017,59442,Petrol + CNG,First Owner,Hatchback,Delhi,307899
436,Renault,Kwid,RXT,2018,26219,Petrol,Second Owner,Hatchback,Delhi,257499
437,Maruti,Swift,LXI OPT,2016,36517,Petrol,First Owner,Hatchback,Delhi,343899
438,Maruti,Alto,LXI,2020,19593,Petrol + CNG,First Owner,Hatchback,Delhi,321199
439,Maruti,Baleno,ZETA 1.2 K12,2017,37288,Petrol,First Owner,Hatchback,Delhi,495099
440,Maruti,Alto,K10 VXI,2016,34487,Petrol,First Owner,Hatchback,Delhi,262199
441,Volkswagen,Polo,HIGHLINE1.2L PETROL,2012,66271,Petrol,Second Owner,Hatchback,Delhi,352199
442,Hyundai,Elite,i20 Magna Executive 1.2,2017,77341,Petrol,Third Owner,Hatchback,Delhi,481599
443,Maruti,Swift,ZXI,2013,59872,Petrol,Second Owner,Hatchback,Delhi,375099
444,Renault,Kwid,RXT Opt,2016,58624,Petrol,First Owner,Hatchback,Delhi,239599
445,Maruti,Baleno,DELTA 1.2 K12,2018,28821,Petrol,First Owner,Hatchback,Delhi,520399
446,Maruti,Swift,VDI,2013,60133,Diesel,First Owner,Hatchback,Delhi,350799
447,Renault,Kwid,RXT,2016,37916,Petrol,First Owner,Hatchback,Delhi,237699
448,Honda,Brio,1.2 S MT I VTEC,2013,55254,Petrol,First Owner,Hatchback,Delhi,249199
449,Hyundai,Elite,i20 ASTA 1.2,2015,55683,Petrol,First Owner,Hatchback,Delhi,548199
450,Volkswagen,Polo,COMFORTLINE 1.2L PETROL,2015,54595,Petrol,Second Owner,Hatchback,Delhi,398899
451,Maruti,Wagon,R 1.0 LXI,2014,51274,Petrol,Second Owner,Hatchback,Delhi,244999
452,Maruti,Alto,800 LXI,2018,27886,Petrol,First Owner,Hatchback,Delhi,272899
453,Maruti,Wagon,R 1.0 VXI,2013,55563,Petrol + CNG,First Owner,Hatchback,Delhi,269999
454,Hyundai,i10,MAGNA 1.1 IRDE2,2015,47820,Petrol,Third Owner,Hatchback,Delhi,276899
455,Maruti,Baleno,ZETA 1.2 K12,2018,11025,Petrol,First Owner,Hatchback,Delhi,575299
456,Hyundai,i10,SPORTZ 1.1 IRDE2,2015,51425,Petrol,First Owner,Hatchback,Delhi,287199
457,Hyundai,i10,MAGNA 1.2,2009,37982,Petrol,Second Owner,Hatchback,Delhi,194199
458,Tata,Tiago,XT 1.05 REVOTORQ,2016,47877,Diesel,First Owner,Hatchback,Delhi,355199
459,Hyundai,Elite,i20 MAGNA 1.2,2014,50701,Petrol + CNG,Second Owner,Hatchback,Delhi,400699
460,Renault,Kwid,1.0 RXT,2017,67207,Petrol,First Owner,Hatchback,Delhi,254699
461,Maruti,Swift,VXI,2018,11550,Petrol,First Owner,Hatchback,Delhi,509999
462,Maruti,Swift,LXI,2012,67752,Petrol,Second Owner,Hatchback,Delhi,311899
463,Maruti,Swift,VXI,2019,14327,Petrol,First Owner,Hatchback,Delhi,556199
464,Renault,Kwid,RXT Opt,2016,48370,Petrol,First Owner,Hatchback,Delhi,272899
465,Renault,Kwid,RXL,2016,83683,Petrol,First Owner,Hatchback,Delhi,216099
466,Maruti,Baleno,DELTA 1.2 K12,2017,82917,Petrol,First Owner,Hatchback,Delhi,449199
467,Hyundai,i10,MAGNA 1.2 KAPPA2,2010,81321,Petrol,First Owner,Hatchback,Delhi,189899
468,Maruti,Swift,LXI 1.3,2009,57783,Petrol,First Owner,Hatchback,Delhi,152799
469,Maruti,Alto,LXI,2008,58267,Petrol,First Owner,Hatchback,Delhi,109699
470,Hyundai,i20,SPORTZ 1.2 VTVT,2012,73368,Petrol,First Owner,Hatchback,Delhi,315999
471,Maruti,Baleno,DELTA 1.2 K12,2019,14295,Petrol,First Owner,Hatchback,Delhi,592199
472,Chevrolet,Beat,LS PETROL,2011,94604,Petrol,First Owner,Hatchback,Delhi,156499
473,Honda,Brio,1.2 EX MT I VTEC,2013,67484,Petrol + CNG,Second Owner,Hatchback,Delhi,255899
474,Hyundai,Grand,i10 SPORTZ 1.2 KAPPA VTVT,2014,64201,Petrol,First Owner,Hatchback,Delhi,359899
475,Maruti,Baleno,ZETA 1.2 K12,2016,54356,Petrol,First Owner,Hatchback,Delhi,467399
476,Hyundai,i20,SPORTZ 1.2 VTVT,2013,64072,Petrol,Second Owner,Hatchback,Delhi,300599
477,Honda,Jazz,1.2 BASE I VTEC,2009,75136,Petrol,Second Owner,Hatchback,Delhi,208799
478,Maruti,Alto,800 LXI,2014,66835,Petrol,First Owner,Hatchback,Delhi,211899
479,Maruti,Alto,LXI,2020,18509,Petrol,First Owner,Hatchback,Delhi,309199
480,Maruti,Swift,LXI,2018,35240,Petrol,First Owner,Hatchback,Delhi,432899
481,Maruti,Swift,LXI OPT,2016,75973,Petrol,First Owner,Hatchback,Delhi,365099
482,Hyundai,i20,ERA 1.2,2010,96465,Petrol,First Owner,Hatchback,Delhi,195299
483,Maruti,Swift,LXI OPT,2015,73411,Petrol,First Owner,Hatchback,Delhi,342799
484,Hyundai,Grand,i10 SPORTS 1.2 VTVT,2017,65194,Petrol,First Owner,Hatchback,Delhi,433199
485,Maruti,Wagon,R 1.0 LXI,2013,88265,Petrol,First Owner,Hatchback,Delhi,241299
486,Hyundai,Elite,i20 ASTA 1.2,2017,45517,Petrol,First Owner,Hatchback,Delhi,525499
487,Maruti,Celerio,VXI AMT,2015,64935,Petrol,First Owner,Hatchback,Delhi,336499
488,Maruti,Celerio,VXI CNG,2016,100966,Petrol + CNG,Second Owner,Hatchback,Delhi,336199
489,Maruti,Celerio,VXI,2016,68278,Petrol + CNG,First Owner,Hatchback,Delhi,359599
490,Volkswagen,Polo,COMFORTLINE 1.2L PETROL,2010,120582,Petrol,Second Owner,Hatchback,Delhi,189199
491,Maruti,Swift,VDI ABS,2015,62806,Diesel,First Owner,Hatchback,Delhi,391499
492,Maruti,Wagon,R 1.0 LXI CNG,2010,76923,Petrol + CNG,First Owner,Hatchback,Delhi,246599
493,Maruti,Alto,800 LXI,2017,52578,Petrol,Second Owner,Hatchback,Delhi,239099
494,Toyota,Etios,Liva GD SP,2012,94755,Diesel,First Owner,Hatchback,Delhi,271999
495,Maruti,Baleno,DELTA 1.2 K12,2018,48884,Petrol,First Owner,Hatchback,Delhi,489599
496,Hyundai,Santro,Xing GL PLUS,2011,139038,Petrol,First Owner,Hatchback,Delhi,156799
497,Maruti,Baleno,ALPHA 1.2 K12,2018,38625,Petrol,First Owner,Hatchback,Delhi,645899
498,Hyundai,Santro,Xing GLS,2008,83947,Petrol,Second Owner,Hatchback,Delhi,108999
499,Maruti,Wagon,R LXI MINOR,2009,112057,Petrol + CNG,First Owner,Hatchback,Delhi,182799
500,Toyota,Etios,Liva G,2012,85100,Petrol,Second Owner,Hatchback,Delhi,250199
501,Hyundai,i20,MAGNA O 1.2,2010,95760,Petrol + CNG,Second Owner,Hatchback,Delhi,191399
502,Hyundai,Elite,i20 1.4 CRDI ASTA (O),2016,88378,Diesel,First Owner,Hatchback,Delhi,489999
503,Hyundai,i10,MAGNA 1.1 IRDE2,2015,87634,Petrol + CNG,First Owner,Hatchback,Delhi,274699
504,Hyundai,Eon,D LITE PLUS,2013,106269,Petrol,First Owner,Hatchback,Delhi,211299
505,Maruti,Baleno,ALPHA DDIS 190,2016,69278,Diesel,First Owner,Hatchback,Delhi,552599
506,Maruti,Swift,VDI,2018,46707,Diesel,Second Owner,Hatchback,Delhi,557099
507,Hyundai,i10,MAGNA 1.1 IRDE2,2013,79966,Petrol + CNG,Third Owner,Hatchback,Delhi,257099
508,Maruti,Swift,VXI AMT,2018,94628,Petrol + CNG,First Owner,Hatchback,Delhi,482299
509,Maruti,Wagon,R Stingray VXI,2014,84706,Petrol,Second Owner,Hatchback,Delhi,304699
510,Maruti,Swift,LDI BS IV,2013,82786,Diesel,Second Owner,Hatchback,Delhi,259099
511,Hyundai,Grand,i10 SPORTZ 1.1 CRDI,2014,89897,Diesel,Second Owner,Hatchback,Delhi,264799
512,Maruti,Ritz,VXI BS IV,2010,106734,Petrol + CNG,Third Owner,Hatchback,Delhi,156399
513,Maruti,Ritz,VXI GENUS,2010,108338,Petrol,First Owner,Hatchback,Delhi,222599
514,Maruti,Swift,VDI,2018,63056,Diesel,First Owner,Hatchback,Delhi,549099
515,Maruti,Wagon,R 1.0 LXI,2010,104870,Petrol,Second Owner,Hatchback,Delhi,179499
516,Maruti,Swift,VXI,2019,359904,Petrol,First Owner,Hatchback,Delhi,506099
517,Maruti,Wagon,R 1.0 LXI CNG,2010,176287,Petrol + CNG,First Owner,Hatchback,Delhi,212499
518,Maruti,Celerio,VDI,2015,73484,Diesel,Second Owner,Hatchback,Delhi,248999
519,Maruti,Baleno,DELTA DDIS 190,2015,95711,Diesel,First Owner,Hatchback,Delhi,431899
520,Maruti,Swift,VXI 1.3,2009,118666,Petrol,First Owner,Hatchback,Delhi,153199
521,Maruti,Swift,VDI,2014,117196,Diesel,First Owner,Hatchback,Delhi,322399
522,Maruti,Wagon,R 1.0 LXI CNG,2013,206644,Petrol + CNG,First Owner,Hatchback,Delhi,233499
523,Maruti,Alto,K10 VXI,2015,39904,Petrol,First Owner,Hatchback,Delhi,213899
524,Hyundai,i20,SPORTZ 1.2 VTVT,2013,39106,Petrol,First Owner,Hatchback,Delhi,339899
525,Hyundai,Eon,ERA PLUS,2014,47707,Petrol,Second Owner,Hatchback,Delhi,195099
526,Maruti,Swift,VXI,2011,50742,Petrol,First Owner,Hatchback,Delhi,258699
527,Tata,Tiago,XT 1.2 REVOTRON,2019,41292,Petrol + CNG,First Owner,Hatchback,Delhi,403799
528,Renault,Kwid,RXT,2016,44129,Petrol + CNG,First Owner,Hatchback,Delhi,268799
529,Chevrolet,Beat,LT PETROL,2010,43033,Petrol,Second Owner,Hatchback,Delhi,136199
530,Maruti,Alto,800 LXI,2019,36612,Petrol,First Owner,Hatchback,Delhi,271599
531,Maruti,Swift,VXI,2012,65573,Petrol + CNG,First Owner,Hatchback,Delhi,250299
532,Hyundai,i20,ASTA 1.2,2011,61798,Petrol,Second Owner,Hatchback,Delhi,230099
533,Maruti,Celerio,VXI CNG,2016,64566,Petrol + CNG,First Owner,Hatchback,Delhi,396299
534,Maruti,Alto,K10 LXI,2015,93206,Petrol + CNG,Second Owner,Hatchback,Delhi,212099
535,Maruti,Wagon,R 1.0 VXI,2013,95840,Petrol,First Owner,Hatchback,Delhi,245399
536,Hyundai,i20,MAGNA 1.2 VTVT,2009,168110,Petrol,First Owner,Hatchback,Delhi,188699
537,Maruti,Wagon,R 1.0 LXI,2014,57152,Petrol,Second Owner,Hatchback,Delhi,239000
538,Hyundai,i10,MAGNA 1.1 IRDE2,2011,47638,Petrol,First Owner,Hatchback,Delhi,220000
539,Hyundai,i10,SPORTZ 1.2 KAPPA2,2012,62697,Petrol,First Owner,Hatchback,Delhi,240000
540,Hyundai,i10,MAGNA 1.1 IRDE2,2013,65371,Petrol,Second Owner,Hatchback,Delhi,223500
541,Hyundai,Eon,MAGNA PLUS,2015,20494,Petrol,First Owner,Hatchback,Delhi,290000
542,Maruti,Alto,K10 LXI,2012,50067,Petrol,First Owner,Hatchback,Delhi,188000
543,Hyundai,Santro,Xing GL PLUS,2015,40348,Petrol,Second Owner,Hatchback,Delhi,230000
544,Hyundai,Grand,i10 MAGNA 1.2 VTVT,2013,35871,Petrol,Second Owner,Hatchback,Delhi,357900
545,Toyota,Glanza,G MT PETROL,2019,16011,Petrol,First Owner,Hatchback,Delhi,575000
546,Nissan,Micra,XL O DIESEL,2013,52295,Diesel,First Owner,Hatchback,Delhi,255000
547,Hyundai,Eon,ERA PLUS,2013,20439,Petrol,Second Owner,Hatchback,Delhi,245000
548,Ford,Figo,1.2 TITANIUM DURATEC,2011,51161,Petrol,First Owner,Hatchback,Delhi,190000
